cursor x,cursor y,ch1,ch2,ch3,ch4,ch5
1744,658,-57.6171875,33.203125,36.1328125,-106.4453125,-7.8125
1750,658,1.46484375,10.25390625,18.06640625,-10.7421875,53.7109375
1750,658,2.9296875,21.97265625,20.01953125,51.26953125,46.875
1750,658,-52.734375,73.2421875,40.52734375,-22.94921875,-9.765625
1751,658,-45.8984375,93.75,48.828125,-83.49609375,-24.90234375
1751,658,11.71875,86.42578125,47.8515625,-1.953125,-6.8359375
1751,658,22.94921875,43.45703125,50.29296875,72.75390625,34.66796875
1751,658,-6.34765625,31.25,32.71484375,28.80859375,23.4375
1751,658,-22.94921875,36.62109375,16.6015625,-59.5703125,21.484375
1751,658,23.92578125,48.33984375,37.109375,-23.92578125,36.1328125
1751,658,75.68359375,56.640625,64.94140625,101.5625,48.828125
1751,658,51.26953125,44.921875,38.0859375,96.6796875,51.7578125
1751,658,-2.44140625,55.6640625,31.25,-20.01953125,-11.71875
1751,658,25.87890625,67.3828125,83.0078125,-24.4140625,3.41796875
1751,658,78.61328125,59.08203125,82.51953125,92.7734375,22.94921875
1751,658,39.0625,57.12890625,38.0859375,107.421875,49.8046875
1751,658,-5.859375,65.91796875,13.671875,2.44140625,44.921875
1751,658,46.38671875,64.453125,61.03515625,-8.30078125,-44.921875
1751,658,94.23828125,39.55078125,85.44921875,79.58984375,-33.69140625
1751,658,76.66015625,28.80859375,62.01171875,125.0,34.66796875
1751,658,28.3203125,43.45703125,23.92578125,52.24609375,58.59375
1751,658,10.7421875,53.22265625,-1.46484375,-26.3671875,32.2265625
1751,658,47.8515625,61.03515625,14.6484375,24.90234375,5.859375
1751,658,64.453125,48.828125,51.7578125,118.1640625,62.98828125
1758,650,19.04296875,35.64453125,62.01171875,79.58984375,87.40234375
1758,650,15.13671875,62.01171875,65.4296875,-29.78515625,-0.48828125
1758,650,62.5,62.98828125,63.4765625,-3.41796875,-49.8046875
1758,650,98.14453125,37.109375,43.9453125,110.3515625,62.5
1758,650,63.96484375,50.29296875,54.6875,100.09765625,91.30859375
1758,650,-9.27734375,48.33984375,58.59375,-18.5546875,19.04296875
1758,650,10.25390625,32.71484375,37.59765625,-36.1328125,58.59375
1758,650,76.66015625,40.0390625,35.15625,83.984375,126.953125
1758,650,34.1796875,39.0625,7.32421875,111.81640625,105.95703125
1758,650,-37.109375,35.15625,5.37109375,8.7890625,28.80859375
1758,650,-5.37109375,55.6640625,52.24609375,-39.0625,8.30078125
1758,650,46.875,67.3828125,87.40234375,44.43359375,30.76171875
1768,619,61.5234375,60.546875,86.42578125,138.671875,75.68359375
1768,619,4.8828125,67.3828125,53.7109375,68.359375,92.28515625
1768,619,-33.69140625,60.05859375,41.9921875,-33.203125,24.4140625
1768,619,14.6484375,44.921875,45.41015625,0.0,8.7890625
1768,619,51.7578125,40.0390625,38.0859375,102.05078125,61.5234375
1765,609,32.71484375,33.203125,46.875,95.703125,20.01953125
1765,609,2.44140625,51.26953125,47.8515625,-18.5546875,-3.41796875
1765,609,-1.46484375,61.5234375,29.78515625,-9.765625,36.62109375
1765,609,42.48046875,47.36328125,16.6015625,100.09765625,43.45703125
1765,609,16.6015625,38.0859375,18.5546875,95.21484375,39.55078125
1765,609,-42.48046875,44.43359375,41.50390625,-5.859375,45.41015625
1765,609,-9.765625,56.640625,43.45703125,-17.578125,12.6953125
1649,487,44.921875,43.45703125,56.640625,80.56640625,14.6484375
1637,487,9.765625,52.24609375,50.78125,106.4453125,57.6171875
1637,487,-68.359375,77.1484375,15.13671875,11.71875,1.953125
1637,487,-64.94140625,65.91796875,46.38671875,-36.1328125,-22.94921875
1637,487,-9.765625,53.22265625,62.98828125,41.015625,-11.23046875
1637,487,18.5546875,56.15234375,45.8984375,130.859375,43.45703125
1637,487,-38.57421875,62.5,41.50390625,63.4765625,49.31640625
1637,487,-70.80078125,66.89453125,44.43359375,-49.8046875,-24.90234375
1637,487,-24.4140625,58.59375,55.6640625,-21.97265625,-41.015625
1637,487,0.0,42.96875,51.26953125,80.56640625,36.1328125
1637,487,-34.1796875,36.1328125,41.9921875,48.33984375,51.7578125
1637,487,-69.3359375,48.828125,33.203125,-68.359375,-20.01953125
1297,315,-30.2734375,64.94140625,24.90234375,-49.8046875,-51.26953125
1232,315,22.4609375,68.84765625,2.9296875,65.91796875,14.6484375
1232,315,0.9765625,67.87109375,0.48828125,90.8203125,67.87109375
1232,315,-52.24609375,57.6171875,29.78515625,-28.3203125,19.04296875
1232,315,-24.90234375,37.59765625,47.36328125,-60.546875,-52.24609375
1232,315,35.64453125,20.01953125,30.2734375,63.96484375,12.20703125
1232,315,32.2265625,16.11328125,13.671875,119.140625,62.01171875
1232,315,-15.625,61.03515625,15.625,29.296875,6.8359375
1232,315,-15.13671875,91.30859375,22.94921875,-49.8046875,-23.4375
1232,315,36.1328125,77.63671875,47.36328125,22.4609375,-16.6015625
1232,315,47.8515625,82.51953125,62.01171875,126.46484375,41.50390625
1232,315,-4.39453125,64.453125,49.31640625,68.84765625,28.3203125
1137,275,-24.4140625,44.921875,42.96875,-44.43359375,-2.44140625
1135,274,35.15625,59.5703125,46.38671875,-15.625,-11.23046875
1135,274,83.984375,52.24609375,41.9921875,100.09765625,24.90234375
1135,274,38.57421875,42.48046875,39.0625,93.26171875,51.26953125
1135,274,-4.8828125,66.40625,32.2265625,-19.53125,-2.44140625
1135,274,33.203125,67.3828125,18.5546875,-27.34375,-2.9296875
1135,274,81.0546875,51.7578125,33.203125,71.77734375,47.36328125
1135,274,57.12890625,53.7109375,54.6875,88.8671875,54.6875
1135,274,4.39453125,36.62109375,52.24609375,-7.32421875,-0.9765625
1135,274,29.78515625,26.85546875,51.26953125,-22.94921875,-0.48828125
1135,274,90.33203125,52.24609375,27.34375,52.24609375,28.3203125
1135,274,73.73046875,77.1484375,9.27734375,98.6328125,49.31640625
