cursor x,cursor y,ch1,ch2,ch3,ch4,ch5
1793,1285,-7.32421875,49.8046875,74.21875,-1.46484375,-576.66015625
1859,1285,53.7109375,56.15234375,56.640625,-90.33203125,-618.1640625
1859,1285,243.1640625,72.265625,54.19921875,62.01171875,-568.359375
1859,1285,193.359375,67.3828125,67.3828125,184.5703125,-496.58203125
1859,1285,-35.64453125,47.8515625,65.91796875,59.08203125,-528.3203125
1859,1285,-21.484375,41.50390625,55.6640625,-48.828125,-571.2890625
1859,1285,159.66796875,69.82421875,41.9921875,39.55078125,-528.80859375
1859,1285,173.33984375,55.6640625,61.03515625,182.6171875,-491.69921875
1859,1285,-35.15625,23.92578125,64.94140625,129.8828125,-536.1328125
1859,1285,-105.46875,80.56640625,33.69140625,-62.5,-589.35546875
1859,1285,66.40625,105.46875,41.015625,-9.27734375,-570.80078125
1859,1285,157.71484375,101.07421875,38.0859375,160.15625,-493.65234375
1859,1285,2.44140625,95.21484375,19.04296875,151.85546875,-473.14453125
1859,1285,-106.93359375,77.63671875,22.94921875,1.953125,-508.30078125
1859,1285,35.64453125,63.4765625,51.26953125,-26.3671875,-532.71484375
1859,1285,163.0859375,75.1953125,70.80078125,133.7890625,-488.28125
1859,1285,49.31640625,91.796875,63.96484375,183.59375,-414.0625
1859,1285,-100.5859375,60.546875,47.36328125,49.31640625,-435.546875
1859,1285,-42.96875,40.0390625,52.734375,-21.484375,-506.34765625
1859,1285,118.1640625,41.50390625,59.5703125,101.07421875,-493.1640625
1859,1285,59.5703125,97.65625,54.19921875,185.546875,-418.45703125
1866,1284,-140.13671875,119.62890625,61.5234375,67.3828125,-425.29296875
1866,1284,-133.30078125,62.01171875,63.4765625,-24.4140625,-496.58203125
1866,1284,23.4375,64.453125,41.015625,54.19921875,-478.515625
1894,1281,32.2265625,94.23828125,42.48046875,173.33984375,-414.0625
1894,1281,-135.7421875,84.9609375,43.45703125,155.2734375,-413.0859375
1894,1281,-183.59375,64.453125,34.66796875,5.859375,-473.14453125
1894,1281,-74.70703125,69.82421875,46.875,8.30078125,-471.19140625
1894,1281,-14.6484375,82.03125,59.5703125,170.41015625,-396.484375
1894,1281,-165.0390625,50.78125,77.1484375,201.66015625,-372.55859375
