cursor x,cursor y,ch1,ch2,ch3,ch4,ch5
1080,365,66.89453125,32.2265625,37.59765625,61.5234375,78.61328125
1080,365,-41.015625,18.06640625,34.66796875,28.80859375,68.84765625
1080,365,6.34765625,20.01953125,38.0859375,17.08984375,31.73828125
1080,365,125.48828125,23.92578125,35.64453125,41.50390625,61.5234375
1080,365,97.65625,20.99609375,40.52734375,68.84765625,86.42578125
1080,365,-29.78515625,21.484375,70.80078125,48.828125,57.6171875
1080,365,-27.34375,19.53125,69.3359375,11.23046875,88.8671875
1080,365,89.84375,20.5078125,45.41015625,26.85546875,110.3515625
1080,365,123.046875,16.6015625,31.73828125,64.94140625,89.84375
1080,365,-3.90625,12.20703125,29.78515625,55.6640625,38.57421875
1080,365,-52.734375,5.859375,37.59765625,5.859375,-24.4140625
1080,365,55.17578125,7.8125,34.66796875,13.671875,-14.16015625
1080,365,117.1875,27.34375,30.76171875,66.89453125,4.39453125
1080,365,25.87890625,40.52734375,45.41015625,72.75390625,-15.625
1080,365,-44.921875,45.41015625,27.34375,42.96875,0.0
1080,365,14.6484375,42.48046875,45.8984375,23.92578125,53.22265625
1080,365,105.46875,39.0625,80.078125,50.29296875,74.70703125
1080,365,48.828125,18.5546875,65.91796875,64.94140625,34.1796875
1080,365,-79.1015625,12.20703125,36.1328125,24.90234375,4.8828125
1080,365,-42.96875,33.203125,23.92578125,8.7890625,-14.6484375
1080,365,81.0546875,31.25,27.83203125,40.0390625,-1.953125
1080,365,68.84765625,20.5078125,40.0390625,69.3359375,31.25
1080,365,-46.875,40.52734375,45.41015625,45.41015625,56.15234375
1080,365,-58.59375,40.52734375,39.0625,8.7890625,70.80078125
1080,365,29.78515625,29.78515625,45.8984375,11.23046875,45.8984375
1080,365,72.75390625,37.59765625,45.41015625,46.875,38.0859375
1080,365,-15.13671875,41.9921875,38.0859375,60.546875,75.1953125
1080,365,-68.84765625,29.78515625,50.78125,25.390625,100.5859375
1080,365,11.71875,21.484375,61.03515625,18.5546875,52.24609375
1080,365,92.28515625,30.2734375,31.25,54.19921875,-18.5546875
1080,365,26.85546875,40.52734375,6.8359375,61.5234375,-33.69140625
1080,365,-59.08203125,41.015625,26.85546875,33.203125,31.73828125
1080,365,-17.08984375,29.78515625,57.6171875,26.3671875,10.7421875
1080,365,81.0546875,36.1328125,66.40625,54.19921875,6.34765625
1080,365,47.36328125,41.015625,40.0390625,60.546875,39.0625
1080,365,-75.68359375,22.4609375,26.3671875,30.76171875,7.8125
1080,365,-47.36328125,27.83203125,35.64453125,9.765625,6.34765625
1080,365,82.51953125,51.7578125,38.57421875,33.69140625,25.390625
1080,365,90.33203125,48.828125,36.62109375,67.3828125,33.69140625
1080,365,-35.15625,32.71484375,50.78125,48.828125,81.0546875
1080,365,-61.5234375,29.296875,56.15234375,14.6484375,36.1328125
1080,365,32.71484375,30.2734375,29.296875,14.6484375,7.8125
1080,365,104.98046875,34.1796875,19.04296875,59.08203125,56.15234375
1080,365,21.484375,37.109375,44.921875,70.80078125,74.70703125
1080,365,-74.70703125,43.45703125,69.82421875,20.5078125,63.96484375
1080,365,-7.8125,57.6171875,74.21875,5.859375,12.6953125
1080,365,80.078125,43.45703125,55.17578125,37.109375,51.7578125
1080,365,22.94921875,30.76171875,42.96875,65.4296875,102.05078125
1080,365,-77.1484375,26.3671875,39.55078125,26.85546875,50.29296875
1080,365,-44.921875,20.5078125,29.78515625,-8.7890625,33.203125
1080,365,64.453125,18.06640625,45.8984375,24.90234375,33.203125
1080,365,30.2734375,15.625,54.19921875,51.7578125,66.40625
1080,365,-92.28515625,6.8359375,29.296875,27.83203125,55.6640625
1080,365,-79.1015625,2.44140625,27.83203125,-3.90625,71.2890625
1080,365,28.80859375,11.71875,47.36328125,10.25390625,35.64453125
1080,365,42.96875,15.625,56.640625,42.48046875,39.0625
1080,365,-74.21875,17.578125,49.8046875,30.2734375,113.76953125
1080,365,-90.33203125,25.390625,45.8984375,2.44140625,41.015625
1080,365,18.06640625,25.87890625,47.8515625,16.6015625,31.73828125
1080,365,77.63671875,29.296875,51.7578125,58.59375,58.10546875
1080,365,-9.27734375,33.69140625,42.48046875,60.05859375,60.546875
1080,365,-83.0078125,42.96875,45.41015625,17.578125,76.171875
1080,365,-30.2734375,47.8515625,51.26953125,3.90625,39.55078125
1080,365,58.59375,42.48046875,39.0625,38.57421875,28.80859375
1080,365,7.32421875,24.90234375,21.484375,62.5,49.31640625
1080,365,-103.02734375,19.53125,18.5546875,29.296875,27.83203125
1080,365,-61.5234375,26.85546875,41.50390625,4.8828125,50.78125
1080,365,58.10546875,23.4375,58.59375,34.66796875,108.88671875
1080,365,53.22265625,29.78515625,52.24609375,58.59375,98.14453125
1080,365,-63.4765625,46.38671875,47.36328125,42.48046875,47.36328125
1080,365,-57.12890625,43.45703125,41.015625,15.13671875,13.671875
1080,365,49.8046875,33.203125,20.5078125,19.53125,2.44140625
1081,364,83.984375,38.57421875,24.4140625,45.41015625,7.32421875
1081,364,-19.53125,29.296875,43.45703125,47.36328125,61.03515625
1081,364,-67.87109375,22.94921875,41.50390625,18.5546875,81.0546875
1081,364,12.6953125,36.1328125,25.390625,9.27734375,71.2890625
